|136 110 85 | 113 123 14  
|135 112 91 | 109 109 16  
|134 112 96 | 107 92  16  
|138 115 106| 104 96  15  
|134 115 109| 103 102 15  
|127 107 102| 106 117 12  
|125 103 98 | 90  0   0   
|111 88  81 | 90  0   0   
|133 109 97 | 90  0   0   
|133 107 95 | 109 128 14  
|133 103 90 | 112 128 14  
|129 99  83 | 117 128 14  
|132 105 84 | 120 128 13  
|128 106 81 | 118 128 14  
|120 100 70 | 113 128 15  
|135 112 82 | 113 128 15  
|137 110 86 | 110 128 16  
|135 108 86 | 109 128 16  
|141 110 89 | 109 128 16  
|133 101 80 | 109 128 17  
|130 99  76 | 110 128 17  
|144 109 87 | 110 128 17  
|146 112 88 | 112 128 16  
|144 111 85 | 112 128 17  
|139 107 78 | 112 128 17  
|143 110 82 | 118 128 14  
|146 113 85 | 119 128 15  
|142 121 94 | 117 128 16  
|145 124 95 | 116 128 16  
|152 127 100| 114 128 16  
|151 126 102| 114 128 16  
|153 127 104| 116 128 15  
|145 119 97 | 116 128 16  
|143 119 96 | 117 128 16  
|149 124 97 | 119 128 16  
|146 121 90 | 120 128 16  
|154 129 92 | 120 128 17  
|160 137 101| 121 128 18  
|167 144 110| 120 128 16  
|173 151 114| 117 128 14  
|161 138 105| 112 128 14  
|133 109 81 | 115 128 14  
|130 104 82 | 112 128 15  
|132 108 86 | 114 128 14  
|137 108 89 | 118 128 14  
|134 109 86 | 119 128 14  
|134 113 86 | 116 128 12  
|132 112 82 | 115 128 14  
|107 86  57 | 112 128 15  
|116 93  64 | 116 128 15  
|129 101 77 | 114 128 16  
|140 115 89 | 113 128 15  
|145 118 96 | 114 128 14  
|138 110 89 | 113 128 14  
|134 108 85 | 109 128 14  
|124 98  75 | 109 128 15  
|126 97  78 | 109 128 14  
|133 104 88 | 109 128 15  
|132 103 87 | 113 128 14  
|134 103 89 | 112 128 14  
|129 103 83 | 112 128 14  
|128 101 80 | 110 128 14  
|126 99  80 | 112 128 14  
|126 99  84 | 112 128 14  
|129 102 85 | 115 128 14  
|125 98  75 | 117 128 14  
|122 97  70 | 115 128 16  
|128 104 72 | 112 128 14  
|138 112 83 | 112 128 15  
|131 104 81 | 112 128 16  
|131 102 79 | 114 128 15  
|136 106 81 | 118 128 12  
|136 110 86 | 117 128 14  
|114 93  67 | 116 128 14  
|126 105 81 | 116 128 12  
|136 114 91 | 109 110 12  
|125 105 89 | 103 98  10  
|108 90  82 | 117 101 8   
|89  74  71 | 119 85  6   
|79  70  62 | 90  26  4   
|53  49  45 | 104 96  5   
|33  33  34 | 95  105 6   
|35  39  43 | 90  93  7   
|39  43  53 | 97  77  7   
|41  43  54 | 112 85  6   
|48  48  55 | 90  64  8   
|47  44  53 | 97  77  7   
|50  50  57 | 104 105 6   
|48  50  57 | 95  93  7   
|42  48  54 | 97  77  7   
|43  46  54 | 97  77  7   
|47  46  54 | 97  77  7   
|49  49  56 | 109 105 6   
|45  48  54 | 103 107 7   
|43  50  56 | 99  107 7   
|43  49  57 | 100 105 6   
|43  48  57 | 106 102 6   
|40  45  54 | 101 93  7   
|40  45  52 | 104 105 6   
|43  48  55 | 107 116 6   
|38  44  51 | 107 116 6   
|37  45  51 | 112 64  6   
|37  45  52 | 104 85  6   
|43  47  50 | 104 105 6   
|43  47  52 | 94  108 8   
|42  48  55 | 99  107 7   
|41  45  58 | 96  90  6   
|45  45  58 | 110 55  6   
|43  43  52 | 133 64  4   
|39  40  43 | 112 43  5   
|38  42  41 | 90  55  6   
|41  39  38 | 90  48  6   
|43  38  39 | 112 32  7   
|50  46  47 | 133 43  8   
|54  51  53 | 133 35  10  
|64  59  64 | 104 64  14  
|78  74  79 | 114 102 15  
|110 100 98 | 119 124 15  
|136 120 108| 117 128 16  
|156 137 115| 114 120 18  
|167 144 120| 113 124 17  
|171 145 125| 112 128 15  
|165 137 119| 114 128 14  
|137 109 91 | 114 128 15  
|134 109 89 | 109 128 14  
|140 115 92 | 112 128 16  
|107 78  56 | 113 128 16  
|134 105 81 | 113 128 15  
|138 109 82 | 113 128 15  
|133 105 81 | 111 128 14  
|135 107 84 | 112 128 14  
|132 105 89 | 111 128 14  
|131 105 89 | 112 128 14  
|132 105 89 | 111 128 14  
|137 110 93 | 90  0   0   
|130 102 83 | 90  0   0   
|129 102 82 | 90  0   0   
|128 98  79 | 109 128 16  
|134 104 86 | 112 128 15  
|138 106 89 | 115 128 14  
|135 108 88 | 116 128 14  
|129 105 82 | 112 128 15  
|124 100 72 | 114 128 16  
|131 102 77 | 111 128 16  
|141 113 89 | 109 128 16  
|136 106 84 | 109 128 16  
|130 98  77 | 109 128 16  
|130 98  77 | 108 128 17  
|133 100 78 | 111 128 18  
|141 105 83 | 112 128 17  
|151 117 91 | 114 128 17  
|149 116 89 | 113 128 16  
|147 117 86 | 112 128 16  
|146 116 87 | 121 128 14  
|141 110 83 | 123 128 14  
|148 129 102| 119 128 15  
|150 132 101| 112 128 16  
|147 126 97 | 112 128 16  
|152 123 101| 113 128 16  
|151 122 100| 113 128 16  
|148 120 99 | 113 128 16  
|150 122 100| 116 128 16  
|150 121 97 | 118 128 17  
|150 123 92 | 119 128 17  
|154 128 92 | 120 128 16  
|160 136 99 | 123 128 17  
|159 136 102| 120 128 17  
|171 150 111| 117 128 15  
|169 146 113| 113 128 15  
|136 113 82 | 112 128 15  
|131 104 78 | 112 128 15  
|133 105 85 | 115 128 14  
|133 106 84 | 118 128 13  
|126 101 75 | 121 128 13  
|122 102 74 | 119 128 14  
|126 109 78 | 116 128 14  
|124 103 74 | 113 128 15  
|129 106 78 | 113 128 15  
|134 107 84 | 112 128 15  
|132 104 80 | 111 128 16  
|134 105 83 | 115 128 14  
|138 109 88 | 113 128 15  
|130 106 80 | 112 128 14  
|131 104 80 | 109 128 14  
|133 107 86 | 109 128 14  
|129 100 85 | 109 128 14  
|126 97  79 | 109 128 14  
|128 99  83 | 112 128 14  
|127 99  82 | 109 128 14  
|130 103 82 | 109 128 14  
|133 105 92 | 109 128 14  
|122 96  84 | 111 128 14  
|121 95  81 | 115 128 14  
|129 102 84 | 114 128 16  
|132 107 81 | 114 128 16  
|138 111 85 | 113 128 15  
|145 117 91 | 111 128 14  
|137 110 87 | 110 128 15  
|128 100 79 | 112 128 15  
|132 103 84 | 115 128 14  
|134 107 86 | 115 128 14  
|126 102 77 | 117 128 14  
|130 105 76 | 117 128 14  
|133 110 82 | 116 128 13  
|127 106 82 | 112 119 14  
|127 106 86 | 116 123 14  
|134 112 98 | 114 111 13  
|132 112 95 | 108 81  13  
|123 107 95 | 116 49  10  
|110 99  94 | 110 18  6   
|89  85  81 | 90  26  4   
|53  52  52 | 133 32  4   
|33  34  33 | 112 37  6   
|30  30  28 | 107 80  6   
|47  45  46 | 99  71  6   
|42  40  46 | 99  71  6   
|45  47  52 | 101 57  7   
|44  46  51 | 112 64  6   
|50  50  55 | 112 64  6   
|48  45  52 | 112 85  6   
|49  47  52 | 102 90  6   
|44  49  53 | 95  93  7   
|43  48  53 | 101 93  7   
|43  46  54 | 90  70  8   
|47  47  57 | 90  85  8   
|50  52  59 | 90  81  8   
|47  49  59 | 95  93  7   
|43  45  54 | 95  105 6   
|43  47  56 | 90  90  6   
|38  42  52 | 90  64  6   
|38  41  50 | 112 43  5   
|41  42  46 | 99  80  6   
|40  39  41 | 104 96  5   
|37  39  44 | 117 128 4   
|35  33  41 | 124 91  4   
|36  30  41 | 101 57  7   
|43  36  43 | 124 71  6   
|56  49  52 | 110 94  10  
|59  57  52 | 109 102 12  
|83  73  67 | 106 93  14  
|105 89  82 | 106 89  15  
|120 102 97 | 105 81  15  
|129 112 107| 106 93  14  
|126 110 107| 109 119 14  
|121 103 99 | 112 128 18  
|131 107 96 | 114 128 18  
|162 131 109| 116 128 18  
|166 134 102| 114 128 19  
|163 133 98 | 112 128 18  
|172 138 107| 111 128 16  
|168 134 109| 115 128 14  
|139 109 87 | 115 128 14  
|134 110 87 | 112 128 12  
|143 121 101| 113 128 14  
|107 84  64 | 114 128 14  
|128 104 83 | 113 128 15  
|132 107 83 | 114 128 14  
|136 109 85 | 110 128 15  
|133 108 86 | 114 128 16  
|132 103 83 | 114 128 15  
|140 113 90 | 116 128 15  
|138 111 87 | 114 128 15  
|138 113 87 | 90  0   0   
|134 108 81 | 90  0   0   
|127 103 77 | 90  0   0   
|121 93  70 | 109 128 16  
|128 98  79 | 110 128 16  
|141 109 91 | 111 128 16  
|145 115 97 | 107 128 16  
|142 112 94 | 106 128 16  
|132 98  80 | 109 128 16  
|130 95  76 | 110 128 16  
|131 100 77 | 109 128 16  
|134 102 78 | 108 128 17  
|137 104 83 | 108 128 17  
|142 106 86 | 110 128 16  
|141 104 83 | 112 128 17  
|139 106 81 | 115 128 16  
|145 112 85 | 113 128 16  
|144 115 84 | 111 128 16  
|142 112 86 | 112 128 16  
|141 110 84 | 121 128 14  
|137 108 84 | 119 128 15  
|149 130 103| 116 128 15  
|145 124 95 | 114 128 16  
|141 116 90 | 114 128 16  
|146 119 96 | 112 128 16  
|144 117 95 | 113 128 16  
|143 115 95 | 113 128 16  
|149 122 100| 116 128 16  
|147 119 95 | 117 128 16  
|144 118 89 | 120 128 17  
|151 124 90 | 119 128 17  
|162 138 100| 122 128 17  
|167 143 109| 122 128 17  
|171 149 111| 118 128 16  
|173 151 116| 114 128 14  
|144 121 89 | 114 128 15  
|132 106 82 | 114 128 15  
|136 110 86 | 114 128 14  
|138 113 90 | 117 128 14  
|131 105 79 | 118 128 14  
|126 104 78 | 118 128 14  
|134 112 86 | 115 128 14  
|132 111 84 | 115 128 14  
|127 103 77 | 113 128 14  
|131 107 80 | 112 128 14  
|121 96  72 | 109 128 15  
|118 91  69 | 113 128 15  
|126 96  76 | 114 128 14  
|135 108 86 | 114 128 14  
|134 109 88 | 113 128 14  
|123 99  76 | 113 128 15  
|127 101 79 | 114 128 14  
|136 109 87 | 112 128 14  
|132 107 83 | 113 128 15  
|131 104 82 | 111 128 14  
|136 109 86 | 109 128 14  
|137 111 96 | 112 128 13  
|125 98  87 | 112 128 14  
|120 95  79 | 117 128 14  
|125 100 81 | 117 128 14  
|136 112 86 | 117 128 14  
|132 109 81 | 115 128 14  
|136 113 87 | 112 128 14  
|129 105 83 | 111 128 14  
|122 97  78 | 111 128 14  
|123 98  81 | 112 128 14  
|129 102 84 | 113 128 14  
|121 94  72 | 118 128 14  
|123 97  71 | 117 128 14  
|126 104 73 | 115 128 14  
|135 113 86 | 112 128 14  
|127 105 81 | 113 128 15  
|131 105 86 | 112 128 13  
|135 108 85 | 117 122 12  
|121 96  81 | 120 98  13  
|120 103 87 | 116 91  14  
|121 110 97 | 115 94  12  
|122 110 100| 118 105 10  
|110 98  89 | 115 112 9   
|95  84  74 | 104 89  8   
|84  72  63 | 108 90  6   
|71  62  59 | 116 80  6   
|57  49  47 | 107 80  6   
|48  43  40 | 90  80  6   
|47  43  41 | 101 64  6   
|44  36  37 | 153 21  6   
|47  42  43 | 90  21  6   
|45  44  43 | 119 55  6   
|41  43  42 | 133 64  4   
|46  43  46 | 133 64  4   
|41  36  41 | 116 80  6   
|43  39  43 | 133 73  5   
|44  40  47 | 133 64  4   
|46  42  48 | 133 64  6   
|41  37  41 | 122 64  6   
|54  49  55 | 97  70  8   
|52  47  52 | 106 85  8   
|60  52  52 | 108 64  10  
|67  58  56 | 102 56  12  
|88  81  78 | 102 74  14  
|100 92  90 | 105 85  14  
|109 96  95 | 109 93  14  
|116 100 96 | 112 98  13  
|123 107 101| 110 112 14  
|117 103 94 | 109 128 14  
|124 105 95 | 108 128 14  
|134 106 94 | 108 128 14  
|124 96  82 | 108 128 14  
|123 95  81 | 108 128 14  
|126 98  87 | 108 128 14  
|120 92  79 | 110 128 18  
|124 93  75 | 115 128 19  
|154 117 89 | 117 128 18  
|163 129 89 | 113 128 20  
|162 130 89 | 112 128 19  
|168 132 96 | 112 128 16  
|168 133 105| 114 128 14  
|138 109 84 | 118 128 14  
|134 109 86 | 115 128 12  
|141 121 101| 116 128 13  
|113 94  75 | 115 128 14  
|129 109 91 | 114 128 14  
|130 107 87 | 113 128 14  
|132 107 85 | 112 128 14  
|131 106 85 | 117 128 14  
|132 106 85 | 114 128 16  
|136 114 88 | 116 128 15  
|139 112 87 | 116 128 15  
|140 115 88 | 90  0   0   
|137 112 83 | 90  0   0   
|134 109 85 | 90  0   0   
|130 103 83 | 112 128 15  
|124 95  77 | 109 128 14  
|134 106 87 | 112 128 15  
|128 99  82 | 108 128 16  
|138 109 91 | 105 128 18  
|136 103 88 | 107 128 16  
|142 102 86 | 109 128 16  
|140 104 86 | 108 128 16  
|133 102 80 | 107 128 16  
|140 106 86 | 107 128 16  
|136 100 81 | 110 128 16  
|135 99  78 | 111 128 16  
|137 105 81 | 113 128 16  
|140 108 82 | 112 128 16  
|137 108 79 | 111 128 16  
|134 104 78 | 112 128 15  
|133 104 80 | 115 128 16  
|134 106 84 | 116 128 16  
|150 125 102| 116 128 16  
|148 124 99 | 116 128 15  
|148 123 98 | 116 128 15  
|145 121 96 | 116 128 15  
|144 121 97 | 114 128 15  
|146 122 99 | 116 128 16  
|145 120 98 | 116 128 16  
|147 122 95 | 118 128 16  
|143 119 89 | 119 128 17  
|149 124 90 | 119 128 17  
|161 137 100| 121 128 18  
|167 143 109| 119 128 18  
|171 147 110| 118 128 16  
|170 146 110| 115 128 14  
|151 127 95 | 115 128 14  
|133 109 83 | 115 128 14  
|137 114 90 | 115 128 14  
|138 114 91 | 114 128 14  
|130 106 79 | 115 128 14  
|133 108 84 | 115 128 14  
|133 108 83 | 115 128 14  
|134 110 85 | 115 128 14  
|134 110 84 | 114 128 14  
|136 113 89 | 109 128 14  
|131 106 84 | 109 128 15  
|125 96  76 | 112 128 14  
|130 100 83 | 114 128 14  
|134 107 88 | 115 128 14  
|135 110 89 | 116 128 14  
|122 99  74 | 115 128 14  
|124 101 74 | 116 128 15  
|135 111 85 | 115 128 14  
|141 117 91 | 114 128 14  
|136 112 88 | 112 128 14  
|136 111 89 | 115 128 13  
|129 104 87 | 113 128 13  
|127 106 89 | 115 128 13  
|122 100 82 | 117 128 14  
|118 96  74 | 119 128 14  
|123 102 75 | 117 128 14  
|130 108 77 | 115 128 14  
|127 106 79 | 116 128 13  
|127 105 83 | 117 128 14  
|123 102 80 | 114 128 14  
|128 108 83 | 112 128 15  
|132 107 85 | 114 128 14  
|132 104 83 | 117 128 14  
|131 106 82 | 117 128 14  
|133 110 83 | 112 128 14  
|138 115 88 | 113 128 14  
|131 105 83 | 114 128 14  
|127 101 80 | 113 128 14  
|131 106 84 | 115 128 13  
|127 102 80 | 113 128 13  
|120 98  78 | 115 128 13  
|123 101 83 | 111 119 14  
|128 107 91 | 107 123 14  
|132 108 96 | 106 123 13  
|120 94  86 | 110 111 12  
|113 88  80 | 118 109 12  
|112 95  85 | 114 115 11  
|111 98  86 | 114 108 11  
|105 91  80 | 112 100 11  
|101 88  79 | 112 96  10  
|97  84  77 | 116 85  10  
|88  77  71 | 122 85  8   
|88  80  73 | 110 101 8   
|77  72  65 | 108 96  10  
|73  63  58 | 102 83  12  
|87  75  71 | 103 85  10  
|91  78  76 | 99  75  12  
|83  71  70 | 102 83  12  
|96  83  83 | 98  78  12  
|97  84  82 | 104 77  14  
|100 86  86 | 112 98  13  
|116 102 100| 116 105 13  
|116 101 93 | 115 99  14  
|121 107 95 | 116 100 14  
|123 110 99 | 112 113 14  
|130 116 103| 112 128 14  
|132 112 99 | 112 128 14  
|135 110 95 | 112 128 13  
|129 105 90 | 112 128 13  
|122 99  84 | 112 128 14  
|123 99  85 | 110 128 15  
|128 102 85 | 109 128 16  
|129 100 79 | 107 128 16  
|132 101 80 | 109 128 15  
|130 96  78 | 111 128 16  
|125 94  75 | 115 128 18  
|130 99  73 | 116 128 18  
|150 118 83 | 117 128 18  
|157 126 86 | 114 128 19  
|153 125 85 | 113 128 18  
|167 134 99 | 113 128 16  
|169 136 108| 113 128 15  
|143 113 88 | 115 128 14  
|135 108 86 | 115 128 14  
|130 108 87 | 116 128 14  
|127 105 83 | 115 128 14  
|135 114 91 | 114 128 14  
|131 107 84 | 111 128 14  
|130 105 82 | 112 128 14  
|128 100 80 | 113 128 15  
|129 102 80 | 111 128 16  
|136 109 87 | 112 128 15  
|138 109 88 | 111 128 16  
|136 108 87 | 90  0   0   
|136 107 85 | 90  0   0   
|132 102 85 | 90  0   0   
|134 105 87 | 111 128 14  
|127 98  77 | 112 128 14  
|128 101 81 | 113 128 14  
|116 91  69 | 110 128 16  
|127 102 82 | 103 128 16  
|144 112 94 | 109 128 16  
|137 98  87 | 111 128 16  
|138 104 85 | 108 128 16  
|136 105 83 | 107 128 16  
|139 104 83 | 108 128 16  
|134 99  80 | 111 128 16  
|134 101 83 | 112 128 16  
|135 104 81 | 115 128 16  
|138 108 83 | 113 128 16  
|139 112 83 | 111 128 16  
|139 109 82 | 112 128 16  
|144 112 88 | 113 128 16  
|140 110 87 | 113 128 16  
|151 124 104| 116 128 15  
|150 123 102| 120 128 14  
|147 123 99 | 118 128 14  
|145 125 99 | 118 128 14  
|146 125 100| 118 128 14  
|144 124 100| 118 128 14  
|145 124 99 | 120 128 14  
|143 122 97 | 120 128 15  
|140 119 90 | 120 128 16  
|143 122 89 | 119 128 17  
|159 137 102| 120 128 18  
|165 141 108| 119 128 18  
|173 148 111| 118 128 16  
|164 139 102| 117 128 14  
|149 125 91 | 115 128 14  
|129 105 75 | 115 128 14  
|133 108 83 | 114 128 15  
|136 112 88 | 113 128 15  
|135 110 84 | 113 128 15  
|137 110 88 | 114 128 15  
|137 109 87 | 114 128 14  
|137 111 87 | 115 128 14  
|132 107 83 | 114 128 14  
|137 113 89 | 110 128 15  
|133 107 84 | 112 128 15  
|133 105 86 | 115 128 14  
|137 109 90 | 115 128 14  
|135 111 92 | 115 128 14  
|133 111 91 | 118 128 14  
|128 104 81 | 118 128 14  
|128 105 76 | 117 128 15  
|132 110 78 | 114 128 15  
|137 114 84 | 112 128 14  
|141 115 91 | 115 128 13  
|131 105 84 | 116 128 13  
|125 103 84 | 115 128 13  
|125 104 83 | 118 128 13  
|123 101 80 | 119 128 14  
|122 102 77 | 119 128 14  
|128 107 79 | 116 128 14  
|124 103 72 | 116 128 14  
|128 106 80 | 117 128 14  
|130 107 83 | 119 128 14  
|126 105 79 | 114 128 15  
|127 107 79 | 111 128 16  
|138 113 89 | 113 128 15  
|138 109 88 | 113 128 15  
|138 111 89 | 113 128 15  
|139 112 91 | 110 128 15  
|136 110 88 | 112 128 14  
|134 104 85 | 115 128 14  
|122 95  75 | 117 128 14  
|131 109 87 | 115 128 14  
|126 105 81 | 112 128 14  
|123 101 78 | 109 128 14  
|121 95  73 | 107 128 16  
|127 98  80 | 104 128 15  
|134 101 87 | 106 128 15  
|128 94  84 | 115 128 13  
|132 100 89 | 116 128 13  
|126 104 85 | 119 128 12  
|129 109 89 | 120 123 13  
|129 112 93 | 114 118 14  
|134 118 99 | 115 117 12  
|128 109 96 | 113 106 14  
|121 103 91 | 120 104 12  
|122 106 95 | 117 117 12  
|121 109 95 | 117 112 14  
|121 106 91 | 112 113 14  
|128 112 97 | 110 112 14  
|126 106 95 | 109 113 14  
|124 104 93 | 109 113 14  
|130 108 98 | 110 112 14  
|128 106 96 | 112 117 13  
|124 105 95 | 112 123 13  
|120 100 88 | 118 128 12  
|123 102 89 | 119 128 12  
|126 107 89 | 118 128 13  
|124 107 85 | 115 128 14  
|127 109 85 | 112 128 15  
|133 109 87 | 111 128 14  
|135 107 85 | 112 128 14  
|128 100 80 | 111 128 14  
|128 101 80 | 112 128 14  
|130 103 85 | 111 128 16  
|128 101 84 | 108 128 16  
|132 102 79 | 108 128 16  
|137 103 80 | 110 128 15  
|127 93  71 | 112 128 16  
|124 94  70 | 116 128 16  
|132 102 75 | 118 128 18  
|147 119 85 | 119 128 17  
|156 129 88 | 115 128 18  
|154 128 89 | 114 128 18  
|161 131 97 | 112 128 16  
|163 132 104| 114 128 14  
|144 113 87 | 116 128 14  
|132 106 82 | 116 128 14  
|133 110 86 | 114 128 15  
|132 109 84 | 112 128 14  
|138 112 89 | 112 128 14  
|129 103 81 | 111 128 14  
|132 105 83 | 112 128 14  
|125 98  76 | 109 128 15  
|129 102 80 | 108 128 16  
|129 98  79 | 108 128 16  
|135 104 87 | 109 128 16  
|136 104 87 | 90  0   0   
|135 104 86 | 90  0   0   
|132 99  83 | 90  0   0   
|134 103 85 | 114 128 14  
|138 107 87 | 117 128 14  
|131 106 82 | 115 128 14  
|128 106 81 | 111 128 16  
|129 105 81 | 108 128 16  
|144 115 97 | 110 128 17  
|152 119 106| 110 128 17  
|157 124 105| 109 128 18  
|152 120 99 | 110 128 18  
|159 124 103| 112 128 18  
|166 132 112| 112 128 17  
|164 132 110| 115 128 17  
|156 124 101| 116 128 18  
|162 134 109| 114 128 18  
|168 140 114| 113 128 18  
|171 140 112| 112 128 18  
|174 141 116| 116 128 15  
|173 141 118| 116 128 15  
|148 124 101| 118 128 14  
|149 125 103| 121 128 14  
|146 124 101| 121 128 14  
|142 124 98 | 120 128 14  
|143 124 94 | 118 128 14  
|141 120 90 | 119 128 14  
|142 122 96 | 118 128 14  
|142 124 100| 121 128 14  
|141 120 97 | 119 128 16  
|146 126 97 | 119 128 16  
|159 136 104| 119 128 18  
|161 136 105| 119 128 18  
|175 148 114| 120 128 16  
|165 140 100| 117 128 15  
|147 123 84 | 115 128 14  
|131 106 72 | 113 128 15  
|127 102 71 | 114 128 16  
|133 107 82 | 110 128 16  
|141 115 90 | 110 128 16  
|141 110 91 | 110 128 16  
|142 110 90 | 113 128 15  
|141 110 88 | 116 128 14  
|135 107 83 | 118 128 14  
|127 105 78 | 116 128 14  
|132 110 83 | 115 128 14  
|132 110 86 | 116 128 14  
|132 108 86 | 115 128 14  
|134 112 89 | 110 128 15  
|134 110 90 | 112 128 15  
|136 107 91 | 115 128 14  
|133 106 84 | 116 128 16  
|130 105 76 | 114 128 16  
|136 110 77 | 111 128 14  
|138 111 85 | 111 128 14  
|132 104 88 | 113 128 14  
|135 109 93 | 115 128 14  
|131 106 85 | 118 128 13  
|124 102 80 | 119 128 14  
|126 106 82 | 116 128 12  
|132 112 87 | 115 128 14  
|112 92  67 | 116 128 14  
|127 104 80 | 114 128 14  
|132 109 84 | 112 128 14  
|130 104 81 | 112 128 14  
|128 101 77 | 113 128 15  
|131 104 82 | 114 128 14  
|135 108 86 | 113 128 15  
|133 108 84 | 112 128 15  
|135 108 86 | 112 128 14  
|135 108 87 | 111 128 14  
|130 102 81 | 116 128 14  
|125 96  75 | 120 128 13  
|132 109 86 | 119 128 12  
|129 111 87 | 115 128 13  
|122 104 80 | 112 128 14  
|119 96  74 | 109 128 15  
|124 97  77 | 109 128 15  
|132 101 84 | 109 128 14  
|132 101 86 | 113 128 15  
|131 102 86 | 115 128 14  
|134 107 83 | 120 128 13  
|130 106 79 | 121 128 13  
|125 107 80 | 119 128 12  
|135 118 93 | 117 128 12  
|119 101 80 | 116 128 12  
|117 98  78 | 118 128 13  
|121 102 82 | 118 128 13  
|124 105 82 | 116 128 14  
|126 106 83 | 108 128 14  
|134 111 88 | 108 128 14  
|123 94  77 | 110 128 15  
|124 95  79 | 109 128 15  
|136 107 90 | 114 128 14  
|133 104 88 | 113 128 13  
|128 105 88 | 115 128 13  
|121 99  80 | 115 128 14  
|123 101 79 | 116 128 14  
|128 104 81 | 116 128 14  
|126 103 75 | 116 128 14  
|130 107 80 | 112 128 14  
|131 108 84 | 112 128 14  
|134 107 87 | 112 128 14  
|127 102 83 | 111 128 14  
|127 101 81 | 111 128 14  
|130 103 85 | 109 128 16  
|129 100 81 | 108 128 17  
|133 102 81 | 106 128 15  
|141 105 82 | 108 128 14  
|115 80  58 | 112 128 14  
|115 84  61 | 116 128 15  
|119 91  64 | 117 128 16  
|136 110 81 | 118 128 17  
|146 119 82 | 115 128 18  
|152 124 85 | 114 128 17  
|151 121 86 | 113 128 15  
|155 125 96 | 114 128 14  
|126 98  71 | 117 128 14  
|118 94  69 | 115 128 14  
|128 107 83 | 111 128 14  
|129 105 82 | 112 128 14  
|129 101 81 | 115 128 14  
|131 105 86 | 115 128 14  
|139 115 92 | 117 128 14  
|129 106 82 | 108 128 16  
|137 114 89 | 107 128 16  
|141 110 98 | 109 128 17  
|149 116 104| 113 128 17  
|157 123 109| 90  0   0   
|158 128 107| 90  0   0   
|158 125 106| 90  0   0   
|159 129 108| 118 128 17  
|166 139 117| 118 128 17  
|170 145 119| 118 128 17  
|169 145 118| 113 124 18  
|171 146 119| 109 114 20  
|171 143 123| 112 125 19  
|182 150 137| 114 128 18  
|180 147 129| 113 128 20  
|180 149 123| 113 128 20  
|182 149 122| 114 128 19  
|181 148 120| 112 128 18  
|177 143 115| 114 128 18  
