|132 106 81 | 112 128 15  
|133 105 82 | 112 128 14  
|132 104 82 | 114 128 14  
|131 104 81 | 114 128 14  
|133 107 83 | 109 128 15  
|132 106 83 | 105 128 16  
|135 105 89 | 110 128 15  
|131 97  85 | 116 128 14  
|128 97  76 | 117 128 14  
|126 103 74 | 119 128 14  
|120 98  68 | 119 128 14  
|122 100 69 | 118 128 14  
|126 105 73 | 116 128 14  
|129 108 78 | 117 128 14  
|126 103 74 | 114 128 15  
|132 108 79 | 116 128 15  
|134 108 81 | 117 128 17  
|135 110 82 | 116 128 18  
|160 133 104| 116 128 18  
|171 144 117| 119 128 18  
|175 147 118| 119 128 16  
|170 145 110| 119 128 15  
|149 124 85 | 117 128 14  
|134 110 73 | 116 128 14  
|133 109 80 | 116 128 14  
|132 110 85 | 119 128 14  
|135 113 90 | 116 128 13  
|130 110 85 | 119 128 14  
|126 106 84 | 120 128 14  
|132 113 88 | 119 128 14  
|131 112 84 | 117 128 14  
|133 113 88 | 115 128 14  
|129 108 85 | 114 128 14  
|124 102 79 | 114 128 15  
|134 108 86 | 114 128 16  
|137 112 87 | 112 128 14  
|136 108 81 | 115 128 14  
|127 101 77 | 115 128 14  
|134 110 89 | 115 128 14  
|133 110 88 | 115 128 14  
|133 110 88 | 118 128 14  
|137 113 90 | 120 128 12  
|138 116 93 | 118 128 12  
|122 105 83 | 116 128 13  
|121 102 79 | 114 111 13  
|128 109 89 | 113 74  14  
|121 105 93 | 119 59  10  
|118 108 101| 90  0   5   
|86  82  78 | 104 96  5   
|43  43  43 | 103 107 7   
|33  37  41 | 90  96  8   
|43  49  58 | 99  107 7   
|42  45  57 | 102 108 8   
|44  44  57 | 116 128 5   
|45  51  61 | 116 80  6   
|31  42  46 | 101 64  6   
|42  47  48 | 112 102 6   
|42  44  48 | 99  107 7   
|45  42  52 | 99  107 7   
|43  43  56 | 112 102 6   
|43  43  56 | 107 80  6   
|45  42  52 | 122 73  5   
|41  39  46 | 124 80  6   
|45  41  47 | 112 85  6   
|46  41  49 | 102 90  6   
|46  42  51 | 114 115 6   
|44  42  52 | 109 115 6   
|44  39  52 | 119 96  5   
|41  38  50 | 133 73  5   
|42  37  47 | 116 80  6   
|46  42  48 | 112 85  6   
|44  41  48 | 100 105 6   
|46  44  52 | 99  107 7   
|43  43  55 | 104 115 6   
|40  44  54 | 117 114 5   
|34  41  48 | 94  107 7   
|36  44  47 | 90  107 7   
|38  42  54 | 95  105 6   
|35  37  50 | 95  102 6   
|37  38  50 | 106 114 5   
|34  35  46 | 109 128 4   
|31  36  42 | 109 128 4   
|30  37  43 | 112 128 5   
|28  35  41 | 110 128 6   
|29  40  44 | 104 128 6   
|30  41  48 | 104 115 6   
|30  39  48 | 90  85  6   
|32  39  45 | 109 115 6   
|36  37  46 | 104 128 6   
|38  34  47 | 103 128 6   
|39  36  53 | 95  105 6   
|39  36  54 | 90  90  6   
|39  39  51 | 95  102 6   
|37  39  49 | 117 114 5   
|37  37  48 | 119 128 4   
|40  34  46 | 102 100 6   
|40  33  46 | 90  85  6   
|37  36  45 | 104 115 6   
|35  36  44 | 104 115 6   
|34  40  47 | 112 114 5   
|34  40  46 | 101 73  5   
|34  40  45 | 116 91  4   
|36  38  42 | 116 91  4   
|37  35  42 | 101 73  5   
|38  35  42 | 90  64  6   
|35  35  40 | 90  85  6   
|39  40  46 | 97  96  5   
|35  37  44 | 102 100 6   
|35  35  43 | 98  128 6   
|37  37  46 | 99  128 5   
|22  29  40 | 99  128 5   
|16  24  34 | 90  128 4   
|22  28  37 | 90  128 4   
|14  14  26 | 90  128 4   
|11  12  24 | 101 128 6   
|2   7   19 | 109 128 9   
|18  31  41 | 90  0   0   
|40  60  70 | 90  0   0   
|34  53  64 | 90  0   0   
|48  64  76 | 106 128 10  
|68  84  94 | 102 128 6   
|45  64  76 | 128 128 4   
|0   19  26 | 120 88  12  
|32  46  46 | 112 128 15  
|115 107 96 | 113 128 15  
|138 110 93 | 114 128 14  
|134 106 82 | 112 128 16  
|133 107 85 | 112 128 15  
|141 113 91 | 112 128 15  
|134 106 84 | 112 128 14  
|133 105 83 | 113 128 15  
|131 104 82 | 112 128 15  
|140 113 91 | 107 128 16  
|136 109 89 | 105 128 16  
|140 107 94 | 108 128 16  
|133 97  84 | 119 128 14  
|125 92  71 | 118 128 14  
|135 114 85 | 122 128 14  
|129 108 79 | 121 128 14  
|137 118 85 | 119 128 15  
|144 125 94 | 120 128 15  
|145 124 95 | 116 128 16  
|148 127 98 | 114 128 16  
|149 124 98 | 114 128 16  
|148 121 98 | 116 128 16  
|138 111 86 | 116 128 18  
|158 132 106| 117 128 18  
|173 145 116| 118 128 18  
|180 151 120| 118 128 17  
|179 152 117| 117 128 15  
|159 133 97 | 116 128 14  
|137 112 81 | 115 128 14  
|133 110 86 | 116 128 14  
|133 111 91 | 119 128 14  
|136 115 94 | 118 128 13  
|129 110 84 | 117 128 14  
|126 106 83 | 119 128 14  
|131 110 86 | 120 128 14  
|135 115 88 | 115 128 13  
|133 114 87 | 112 128 14  
|124 102 81 | 115 128 14  
|123 99  82 | 114 128 14  
|130 106 85 | 110 128 16  
|133 107 85 | 110 128 15  
|137 105 81 | 116 128 14  
|127 98  75 | 116 128 14  
|133 110 86 | 118 128 14  
|135 113 90 | 117 128 14  
|135 113 88 | 118 128 14  
|140 118 93 | 121 128 13  
|143 122 98 | 116 128 13  
|132 116 91 | 115 128 14  
|125 106 84 | 116 128 13  
|131 110 91 | 114 113 14  
|130 111 93 | 117 101 14  
|136 116 102| 118 105 10  
|136 121 108| 112 64  6   
|95  85  75 | 119 64  4   
|51  48  45 | 112 85  6   
|34  32  36 | 107 107 7   
|48  44  53 | 94  98  8   
|49  46  59 | 107 128 6   
|46  49  61 | 97  85  6   
|37  47  56 | 119 55  6   
|37  40  46 | 107 80  6   
|44  42  47 | 95  93  7   
|44  42  49 | 94  108 8   
|43  44  54 | 101 64  6   
|43  44  58 | 122 73  5   
|44  44  49 | 133 73  5   
|44  40  46 | 133 96  5   
|48  42  49 | 128 114 5   
|49  41  50 | 112 102 6   
|49  40  53 | 102 117 6   
|46  42  54 | 101 102 6   
|43  41  55 | 104 85  6   
|42  41  52 | 112 64  6   
|43  42  50 | 112 64  6   
|46  44  49 | 99  71  6   
|44  42  48 | 90  107 7   
|46  45  53 | 94  107 7   
|37  40  53 | 102 117 6   
|41  45  56 | 113 128 6   
|38  44  53 | 102 117 6   
|35  45  50 | 94  107 7   
|37  43  53 | 90  90  6   
|37  38  51 | 97  85  6   
|40  42  51 | 90  85  6   
|39  39  48 | 108 100 6   
|37  39  47 | 106 114 5   
|36  41  46 | 103 128 5   
|33  39  45 | 104 128 6   
|27  35  43 | 104 128 6   
|31  41  49 | 109 115 6   
|35  43  52 | 95  102 6   
|35  42  47 | 100 105 6   
|36  39  47 | 106 117 6   
|40  40  52 | 103 128 6   
|42  39  54 | 104 128 6   
|41  38  55 | 101 102 6   
|39  37  53 | 102 100 6   
|39  39  50 | 114 128 4   
|38  37  46 | 115 100 6   
|38  33  46 | 97  85  6   
|42  38  48 | 90  90  6   
|40  40  48 | 102 100 6   
|39  41  49 | 104 115 6   
|35  40  46 | 102 100 6   
|35  41  47 | 97  85  6   
|34  39  45 | 107 80  6   
|37  40  46 | 112 73  5   
|42  39  47 | 101 73  5   
|40  37  44 | 97  85  6   
|34  33  39 | 112 96  5   
|39  42  48 | 104 96  5   
|33  38  41 | 107 80  6   
|35  39  43 | 102 128 6   
|36  40  44 | 97  128 6   
|31  37  47 | 97  128 6   
|26  33  45 | 95  128 4   
|30  36  48 | 90  128 6   
|21  24  35 | 90  128 4   
|19  20  36 | 94  128 5   
|11  16  28 | 110 128 6   
|9   18  28 | 90  0   0   
|28  41  47 | 90  0   0   
|48  66  76 | 90  0   0   
|55  76  83 | 139 128 3   
|21  42  46 | 142 128 4   
|0   16  16 | 117 64  12  
|27  40  36 | 123 117 12  
|98  100 89 | 117 128 14  
|130 118 99 | 116 128 14  
|128 107 83 | 115 128 14  
|129 106 80 | 112 128 16  
|134 109 85 | 112 128 15  
|141 113 92 | 111 128 16  
|133 105 84 | 112 128 16  
|138 109 88 | 113 128 15  
|147 118 97 | 113 128 15  
|137 110 89 | 109 128 16  
|136 109 88 | 107 128 16  
|139 106 88 | 109 128 15  
|138 103 87 | 118 128 14  
|126 95  74 | 121 128 14  
|135 115 89 | 122 128 14  
|139 121 92 | 121 128 14  
|139 121 90 | 120 128 14  
|142 123 93 | 117 128 15  
|142 123 94 | 117 128 15  
|145 123 96 | 114 128 16  
|145 121 95 | 115 128 16  
|141 115 90 | 116 128 16  
|142 115 88 | 117 128 18  
|154 127 98 | 117 128 19  
|169 141 111| 116 128 19  
|181 152 119| 118 128 17  
|176 146 111| 115 128 14  
|161 135 102| 114 128 14  
|133 108 82 | 112 123 14  
|128 104 86 | 115 128 14  
|130 108 94 | 118 128 13  
|134 113 94 | 115 128 14  
|127 108 84 | 119 128 14  
|127 104 81 | 121 128 14  
|133 112 83 | 119 128 14  
|135 116 85 | 113 128 13  
|136 117 90 | 111 128 14  
|123 100 82 | 111 128 14  
|125 100 86 | 112 128 15  
|130 102 85 | 111 128 16  
|130 102 78 | 114 128 14  
|132 102 80 | 116 128 14  
|131 106 82 | 119 128 14  
|129 107 82 | 121 128 14  
|133 113 85 | 118 128 14  
|133 114 83 | 115 128 14  
|133 112 84 | 113 128 14  
|135 112 87 | 114 128 14  
|133 108 91 | 113 128 14  
|127 104 85 | 112 128 14  
|132 108 89 | 112 128 15  
|131 105 88 | 112 128 14  
|137 109 89 | 115 123 14  
|134 108 90 | 112 105 13  
|136 115 98 | 101 73  10  
|116 100 90 | 121 100 6   
|81  70  69 | 122 114 5   
|52  42  51 | 90  98  8   
|44  37  49 | 105 128 7   
|46  48  61 | 95  96  8   
|35  46  56 | 112 64  6   
|44  47  57 | 112 64  6   
|46  44  50 | 95  93  7   
|48  45  51 | 99  107 7   
|45  45  56 | 90  64  6   
|41  45  55 | 101 64  6   
|41  42  47 | 112 64  6   
|45  45  50 | 121 100 6   
|47  45  51 | 115 100 6   
|47  42  51 | 106 102 6   
|45  41  50 | 102 117 6   
|43  40  51 | 95  93  7   
|43  41  55 | 100 105 6   
|42  43  54 | 106 102 6   
|38  44  52 | 108 100 6   
|38  44  49 | 96  90  6   
|39  44  49 | 90  107 7   
|43  44  53 | 90  98  8   
|38  40  53 | 99  107 7   
|42  44  57 | 97  85  6   
|40  44  54 | 99  116 6   
|38  42  48 | 95  102 6   
|35  40  50 | 96  90  6   
|34  38  47 | 107 80  6   
|40  41  50 | 97  85  6   
|41  39  47 | 97  85  6   
|40  39  48 | 102 100 6   
|39  39  48 | 100 115 6   
|36  40  46 | 99  116 6   
|31  36  44 | 101 102 6   
|35  40  50 | 107 80  6   
|37  41  48 | 119 96  5   
|36  40  44 | 101 102 6   
|38  44  46 | 94  107 7   
|37  43  50 | 94  107 7   
|40  40  53 | 107 116 6   
|39  40  53 | 104 85  6   
|41  38  52 | 97  85  6   
|41  40  48 | 112 96  5   
|38  39  46 | 126 96  5   
|40  37  46 | 104 85  6   
|47  41  50 | 90  85  6   
|42  41  49 | 108 100 6   
|37  39  46 | 108 100 6   
|38  43  48 | 106 102 6   
|36  41  46 | 100 105 6   
|40  45  52 | 101 102 6   
|37  42  51 | 102 100 6   
|39  37  48 | 90  55  6   
|38  37  46 | 132 85  6   
|38  38  43 | 153 91  4   
|41  46  49 | 124 91  4   
|39  46  45 | 116 91  4   
|34  41  39 | 101 102 6   
|33  37  39 | 97  118 7   
|38  42  50 | 99  128 8   
|37  43  55 | 93  128 7   
|33  42  56 | 90  128 7   
|28  34  50 | 90  128 6   
|27  29  48 | 90  128 4   
|23  27  42 | 109 128 4   
|13  18  28 | 90  0   0   
|24  32  38 | 90  0   0   
|66  73  85 | 90  0   0   
|20  35  43 | 112 73  5   
|9   22  28 | 101 73  15  
|37  40  43 | 103 111 17  
|121 106 105| 111 128 14  
|145 115 109| 119 128 12  
|134 106 90 | 119 128 14  
|125 107 83 | 115 128 14  
|130 110 84 | 113 128 15  
|135 110 86 | 112 128 14  
|134 107 83 | 111 128 16  
|129 101 79 | 110 128 17  
|134 104 83 | 112 128 16  
|153 121 100| 113 128 15  
|140 112 90 | 114 128 14  
|138 111 88 | 112 128 15  
|131 105 82 | 112 128 16  
|132 103 81 | 122 128 14  
|140 111 88 | 122 128 14  
|140 123 97 | 121 128 14  
|144 127 98 | 121 128 14  
|146 128 98 | 120 128 14  
|143 125 94 | 119 128 14  
|142 122 93 | 119 128 15  
|137 117 89 | 116 128 16  
|149 128 101| 114 128 16  
|146 121 94 | 115 128 16  
|141 113 85 | 115 128 18  
|152 124 95 | 115 128 19  
|169 140 110| 117 128 19  
|177 146 115| 118 128 17  
|181 152 119| 112 128 16  
|167 141 111| 112 128 14  
|142 114 94 | 110 114 15  
|131 107 91 | 118 123 14  
|134 112 100| 119 128 14  
|139 121 102| 118 128 14  
|134 116 92 | 117 128 14  
|133 112 87 | 121 128 14  
|135 113 86 | 118 128 14  
|136 116 85 | 115 128 14  
|131 110 84 | 111 128 14  
|132 109 89 | 111 128 14  
|135 108 92 | 113 128 15  
|133 106 88 | 112 128 15  
|135 108 85 | 114 128 14  
|134 107 86 | 117 128 14  
|125 101 81 | 119 128 14  
|130 109 84 | 118 128 14  
|128 107 80 | 117 128 14  
|129 107 77 | 113 128 15  
|133 109 79 | 111 128 14  
|138 111 89 | 112 128 14  
|132 105 88 | 112 128 14  
|130 103 87 | 111 128 14  
|134 108 91 | 111 128 16  
|132 104 85 | 111 128 16  
|135 105 82 | 109 128 16  
|134 103 81 | 113 119 15  
|131 100 79 | 107 102 15  
|140 118 103| 90  74  14  
|131 111 104| 115 90  6   
|105 88  90 | 90  81  8   
|57  48  55 | 100 119 8   
|46  47  56 | 94  107 7   
|42  49  61 | 119 85  6   
|42  43  56 | 119 85  6   
|50  46  55 | 95  96  8   
|50  45  55 | 99  107 7   
|44  45  57 | 104 85  6   
|39  45  54 | 90  48  6   
|40  43  48 | 112 64  6   
|44  45  50 | 116 80  6   
|47  45  51 | 104 85  6   
|44  41  49 | 96  90  6   
|43  41  49 | 95  105 6   
|41  41  51 | 102 117 6   
|40  41  53 | 108 128 6   
|37  44  54 | 116 128 5   
|35  45  52 | 114 115 6   
|33  45  48 | 95  105 6   
|36  45  50 | 101 93  7   
|38  41  51 | 103 107 7   
|48  46  58 | 90  93  7   
|46  44  58 | 90  93  7   
|41  42  53 | 104 115 6   
|40  42  52 | 100 115 6   
|34  41  48 | 96  90  6   
|32  37  46 | 90  71  6   
|40  41  50 | 104 85  6   
|41  42  49 | 97  85  6   
|41  40  48 | 90  85  6   
|37  37  45 | 95  102 6   
|37  39  46 | 96  90  6   
|35  39  47 | 97  85  6   
|43  44  53 | 107 80  6   
|38  39  46 | 119 96  5   
|36  40  43 | 108 100 6   
|37  43  45 | 96  90  6   
|37  44  48 | 99  107 7   
|40  43  51 | 107 116 6   
|42  42  55 | 104 85  6   
|44  41  55 | 101 73  5   
|42  41  50 | 133 43  5   
|37  39  43 | 133 73  5   
|43  41  44 | 104 55  6   
|45  40  46 | 90  64  6   
|41  40  45 | 106 102 6   
|41  43  48 | 106 102 6   
|38  44  50 | 101 102 6   
|40  45  51 | 90  93  7   
|39  43  51 | 104 85  6   
|40  41  52 | 104 85  6   
|43  42  50 | 101 64  6   
|43  42  50 | 112 73  5   
|43  42  48 | 142 85  4   
|36  40  42 | 124 64  4   
|32  37  37 | 119 64  4   
|31  36  32 | 90  80  6   
|36  40  37 | 94  116 6   
|32  33  40 | 96  128 7   
|31  35  47 | 90  128 8   
|32  38  53 | 90  128 8   
|29  35  56 | 93  128 6   
|33  36  57 | 100 128 4   
|30  34  49 | 96  112 4   
|25  30  38 | 90  0   0   
|25  29  36 | 90  0   0   
|15  15  29 | 90  0   0   
|18  19  31 | 94  73  15  
|34  31  36 | 99  116 17  
|117 99  103| 100 128 18  
|137 102 99 | 104 128 16  
|138 94  87 | 115 128 14  
|139 101 87 | 116 128 14  
|125 103 79 | 114 128 15  
|129 107 82 | 114 128 16  
|136 110 85 | 114 128 14  
|140 113 89 | 111 128 14  
|130 103 79 | 112 128 16  
|124 95  71 | 112 128 16  
|138 107 83 | 112 128 16  
|145 115 90 | 114 128 15  
|138 107 83 | 114 128 15  
|136 109 84 | 113 128 15  
|136 111 85 | 118 128 14  
|135 108 84 | 118 128 14  
|142 121 97 | 120 128 14  
|138 116 93 | 123 128 14  
|141 120 91 | 121 128 14  
|143 125 92 | 118 128 14  
|144 124 94 | 116 128 15  
|139 118 92 | 115 128 16  
|143 119 95 | 115 128 16  
|146 120 95 | 117 128 17  
|152 124 95 | 116 128 18  
|159 131 100| 117 128 18  
|169 140 108| 117 128 18  
|175 146 114| 116 128 18  
|176 148 116| 114 128 16  
|166 139 110| 112 128 14  
|143 117 93 | 116 128 14  
|133 108 88 | 118 128 14  
|137 115 94 | 119 128 14  
|139 118 93 | 119 128 14  
|130 110 85 | 116 128 14  
|129 109 83 | 116 128 14  
|129 107 81 | 115 128 14  
|130 108 82 | 114 128 14  
|133 109 84 | 114 128 14  
|131 105 82 | 114 128 14  
|133 108 84 | 115 128 14  
|133 108 87 | 112 128 14  
|132 109 90 | 111 128 14  
|130 106 91 | 112 128 14  
|124 98  82 | 112 128 15  
|131 104 82 | 111 128 16  
|131 102 79 | 111 128 16  
|133 103 79 | 112 128 14  
|135 106 83 | 112 128 14  
|131 105 84 | 113 128 14  
|133 108 88 | 112 128 14  
|129 103 83 | 112 128 14  
|130 104 83 | 113 128 14  
|122 95  75 | 114 128 15  
|125 101 78 | 114 128 15  
|136 109 84 | 114 128 14  
|135 109 83 | 108 128 14  
|132 106 82 | 111 123 14  
|123 94  77 | 109 98  13  
|124 100 88 | 112 79  9   
|115 99  92 | 104 48  6   
|79  71  68 | 115 100 6   
|51  50  54 | 124 128 5   
|42  38  48 | 113 117 6   
|49  40  54 | 97  119 8   
|53  46  61 | 97  118 7   
|43  44  61 | 102 90  6   
|39  44  57 | 96  90  6   
|41  46  52 | 99  71  6   
|41  42  51 | 101 64  6   
|45  45  51 | 99  71  6   
|43  42  47 | 102 90  6   
|45  44  51 | 100 105 6   
|45  45  54 | 104 128 6   
|39  44  52 | 96  90  6   
|35  43  52 | 106 102 6   
|40  43  51 | 109 115 6   
|38  45  50 | 101 102 6   
|38  45  51 | 102 90  6   
|38  43  50 | 101 102 6   
|46  45  55 | 100 105 6   
|42  41  52 | 94  108 8   
|41  41  53 | 98  117 6   
|40  44  56 | 106 128 6   
|35  41  52 | 100 105 6   
|33  40  49 | 101 102 6   
|38  43  52 | 101 102 6   
|37  42  48 | 90  90  6   
|38  42  49 | 104 96  5   
|37  40  48 | 96  90  6   
|34  37  43 | 90  71  6   
|39  42  49 | 90  64  6   
|44  45  51 | 107 80  6   
|38  40  44 | 112 96  5   
|36  40  44 | 107 80  6   
|35  41  44 | 97  85  6   
|38  42  46 | 90  93  7   
|40  41  49 | 94  107 7   
|39  42  52 | 100 105 6   
|38  42  54 | 99  80  6   
|38  42  51 | 90  21  6   
|37  40  45 | 112 43  5   
|42  40  41 | 122 73  5   
|41  39  38 | 95  105 6   
|42  39  44 | 90  105 6   
|38  39  50 | 95  105 6   
|36  38  50 | 107 80  6   
|36  40  49 | 133 91  4   
|43  41  48 | 133 107 4   
|44  38  46 | 124 107 4   
|36  29  37 | 122 85  4   
|36  29  36 | 119 64  4   
|37  31  37 | 133 55  6   
|38  36  34 | 121 94  10  
|49  48  44 | 121 94  10  
|88  81  72 | 104 64  9   
|92  85  76 | 119 43  8   
|75  68  67 | 108 90  6   
|64  59  63 | 94  116 6   
|48  44  54 | 94  118 7   
|32  34  47 | 94  116 6   
|34  39  52 | 90  100 6   
|31  34  45 | 90  73  5   
|33  35  44 | 90  0   0   
|33  35  40 | 90  0   0   
|23  20  28 | 90  0   0   
|67  55  62 | 108 114 15  
|122 105 102| 112 128 14  
|135 111 101| 112 128 14  
|129 104 86 | 110 128 15  
|122 96  75 | 109 128 16  
|132 102 82 | 114 128 14  
|139 107 90 | 115 128 14  
|134 108 85 | 114 128 14  
|128 105 83 | 112 128 15  
|134 109 87 | 109 128 16  
|134 107 86 | 109 128 16  
|136 106 87 | 110 128 16  
|137 106 86 | 111 128 16  
|140 108 85 | 113 128 16  
|143 111 85 | 112 128 16  
|142 112 86 | 113 128 16  
|140 110 86 | 116 128 15  
|142 113 87 | 117 128 14  
|143 120 96 | 120 128 14  
|137 114 88 | 121 128 14  
|141 120 91 | 120 128 14  
|143 125 94 | 118 128 14  
|142 123 94 | 115 128 14  
|134 114 88 | 116 128 16  
|139 116 93 | 115 128 16  
|144 119 92 | 117 128 16  
|143 117 89 | 118 128 18  
|153 128 95 | 118 128 18  
|167 141 108| 119 128 18  
|167 141 108| 117 128 18  
|177 152 119| 114 128 15  
|169 142 113| 113 128 14  
|137 112 87 | 115 128 14  
|131 106 85 | 115 128 14  
|136 113 93 | 115 128 14  
|127 105 83 | 118 128 13  
|128 105 81 | 120 128 13  
|124 104 79 | 119 128 14  
|122 103 75 | 115 128 14  
|129 108 81 | 112 128 14  
|131 107 80 | 114 128 14  
|128 100 78 | 114 128 14  
|133 108 84 | 112 128 14  
|135 109 87 | 114 128 14  
|131 105 84 | 112 128 14  
|128 105 85 | 112 128 14  
|124 98  79 | 112 128 14  
|132 105 83 | 111 128 16  
|128 101 79 | 111 128 16  
|136 106 85 | 111 128 14  
|136 106 85 | 113 128 14  
|131 104 85 | 112 128 15  
|129 104 84 | 112 128 14  
|133 105 85 | 112 128 14  
|128 101 80 | 113 128 14  
|123 96  74 | 114 128 15  
|121 96  72 | 116 128 15  
|134 108 80 | 116 128 15  
|135 109 79 | 112 128 15  
|139 114 88 | 111 128 14  
|133 106 84 | 116 128 13  
|129 102 83 | 120 104 12  
|128 108 89 | 117 88  10  
|121 109 95 | 100 77  10  
|95  87  79 | 102 101 8   
|85  74  72 | 112 116 6   
|69  54  60 | 114 115 6   
|57  43  52 | 90  81  8   
|46  40  53 | 108 90  6   
|45  46  55 | 97  77  7   
|42  48  52 | 96  90  6   
|48  50  57 | 96  90  6   
|42  45  53 | 100 105 6   
|42  42  52 | 90  96  8   
|42  42  54 | 94  107 7   
|42  43  55 | 90  96  8   
|42  43  56 | 95  93  7   
|41  44  56 | 108 100 6   
|41  45  53 | 106 102 6   
|39  44  49 | 102 90  6   
|38  44  50 | 96  90  6   
|41  45  51 | 108 100 6   
|41  41  50 | 96  90  6   
|41  39  49 | 95  93  7   
|40  40  49 | 101 102 6   
|40  44  52 | 101 102 6   
|36  40  48 | 100 105 6   
|38  42  50 | 108 100 6   
|39  44  52 | 107 80  6   
|36  41  46 | 99  80  6   
|39  44  47 | 104 96  5   
|38  41  46 | 104 85  6   
|35  39  43 | 101 64  6   
|39  43  48 | 107 80  6   
|41  43  47 | 115 112 4   
|39  44  47 | 112 114 5   
|34  41  44 | 101 102 6   
|34  41  46 | 102 100 6   
|38  42  49 | 97  85  6   
|35  39  46 | 106 102 6   
|39  43  49 | 107 116 6   
|39  45  51 | 102 90  6   
|36  43  50 | 122 73  5   
|40  44  50 | 104 55  6   
|38  42  43 | 97  85  6   
|40  42  44 | 94  116 6   
|37  41  46 | 95  115 6   
|31  36  47 | 107 91  4   
|28  31  42 | 90  51  4   
|30  33  37 | 97  96  5   
|29  26  26 | 90  96  5   
|38  31  30 | 101 93  7   
|38  28  29 | 106 108 8   
|55  45  44 | 112 100 11  
|62  50  47 | 116 91  14  
|99  87  80 | 117 113 14  
|122 111 100| 116 128 12  
|135 119 103| 114 111 13  
|127 108 91 | 107 87  14  
|120 103 91 | 103 67  14  
|121 106 100| 97  51  12  
|114 102 101| 116 53  10  
|96  86  90 | 119 77  7   
|79  72  78 | 112 77  7   
|63  55  62 | 90  70  8   
|61  53  58 | 90  0   0   
|61  51  53 | 90  0   0   
|83  69  70 | 90  0   0   
|127 110 106| 109 123 14  
|135 111 105| 113 128 14  
|133 107 95 | 115 128 14  
|127 102 82 | 115 128 14  
|127 104 81 | 113 128 15  
|131 107 83 | 115 128 14  
|136 109 86 | 113 128 14  
|136 111 88 | 113 128 15  
|129 104 82 | 110 128 16  
|138 110 89 | 109 128 16  
|140 109 89 | 109 128 16  
|140 107 87 | 110 128 16  
|135 102 80 | 111 128 16  
|141 108 85 | 113 128 16  
|141 109 83 | 110 128 17  
|138 107 79 | 112 128 16  
|143 110 83 | 116 128 16  
|140 109 81 | 116 128 16  
|148 124 99 | 119 128 16  
|145 121 94 | 120 128 15  
|150 128 99 | 119 128 15  
|150 129 100| 117 128 14  
|149 128 103| 117 128 14  
|143 121 97 | 116 128 16  
|140 118 93 | 119 128 15  
|146 122 94 | 120 128 16  
|142 119 88 | 120 128 16  
|151 128 91 | 119 128 17  
|163 140 105| 121 128 18  
|167 143 109| 119 128 17  
|174 151 117| 115 128 14  
|164 140 108| 113 128 14  
|133 108 81 | 115 128 14  
|126 101 80 | 114 128 14  
|134 110 89 | 115 128 14  
|135 110 88 | 118 128 14  
|133 109 84 | 119 128 14  
|130 108 81 | 118 128 13  
|129 109 81 | 116 128 14  
|117 97  69 | 112 128 14  
|125 102 75 | 114 128 15  
|125 97  72 | 114 128 15  
|140 114 90 | 112 128 14  
|141 115 93 | 115 128 14  
|132 105 83 | 112 128 14  
|127 104 81 | 109 128 14  
|126 99  77 | 109 128 14  
|127 98  80 | 110 128 15  
|128 98  81 | 110 128 15  
|135 106 88 | 112 128 14  
|134 105 87 | 112 128 14  
|129 103 84 | 111 128 14  
|127 100 82 | 112 128 14  
|129 102 82 | 112 128 14  
|131 104 84 | 113 128 14  
|128 102 80 | 114 128 14  
|123 97  73 | 116 128 15  
|125 99  70 | 116 128 16  
|132 107 75 | 113 128 15  
|141 116 86 | 112 128 15  
|132 105 82 | 113 128 15  
|133 104 81 | 120 128 13  
|134 107 83 | 119 128 11  
|130 111 87 | 117 117 12  
|113 98  78 | 110 113 14  
|123 107 92 | 103 102 12  
|124 103 93 | 103 98  8   
|102 84  80 | 112 85  6   
|67  52  58 | 90  0   5   
|52  43  48 | 90  43  5   
|41  41  41 | 97  85  6   
|35  36  38 | 90  93  7   
|38  40  47 | 90  98  8   
|40  42  53 | 94  108 8   
|43  45  58 | 99  107 7   
|41  43  57 | 102 117 6   
|45  44  57 | 90  77  7   
|43  41  55 | 104 105 6   
|43  44  52 | 112 102 6   
|41  46  53 | 97  77  7   
|40  47  51 | 97  77  7   
|44  47  54 | 97  77  7   
|44  44  52 | 96  90  6   
|44  44  52 | 106 102 6   
|40  42  50 | 96  90  6   
|40  45  51 | 102 90  6   
|39  43  50 | 101 102 6   
|41  46  52 | 116 80  6   
|39  44  51 | 104 85  6   
|40  45  48 | 115 100 6   
|41  46  50 | 108 100 6   
|38  44  47 | 108 100 6   
|37  42  47 | 122 73  5   
|39  45  49 | 104 85  6   
|39  44  45 | 116 128 5   
|39  44  48 | 103 116 6   
|35  45  48 | 90  93  7   
|36  42  51 | 96  90  6   
|39  42  51 | 104 85  6   
|40  43  51 | 112 96  5   
|40  44  48 | 108 100 6   
|37  43  46 | 97  85  6   
|39  44  49 | 101 73  5   
|39  42  47 | 99  80  6   
|34  37  40 | 97  110 4   
|37  40  44 | 95  114 5   
|24  27  33 | 112 73  5   
|26  30  38 | 119 96  5   
|37  35  41 | 120 119 8   
|47  44  39 | 117 116 12  
|76  67  57 | 112 98  16  
|110 96  83 | 110 100 16  
|142 124 114| 112 117 13  
|149 129 119| 112 123 14  
|123 103 91 | 115 128 14  
|129 108 94 | 113 128 14  
|143 121 101| 112 128 14  
|122 96  73 | 114 128 15  
|126 99  76 | 115 128 14  
